"DOC_DATE(DATE)","수집소스(SOURCE)","행정동(DONG_NM)","행정구(GU_NM)","세부키워드(KEYWORD_DETAIL)","FREQ(FREQ)"
"20190114","커뮤니티블로그","경복궁","강남구","디저트",1
"20180225","커뮤니티블로그","뚝섬역","강남구","디저트",1
"20191222","커뮤니티블로그","n타워","종로구","디저트",1
"20190205","커뮤니티블로그","연트럴파크","용산구","디저트",1
"20190116","커뮤니티블로그","거여동","노원구","디저트",2
"20191022","커뮤니티블로그","하계역","용산구","디저트",1
"20180103","커뮤니티블로그","상봉","강남구","디저트",5
"20170811","커뮤니티블로그","역삼동","관악구","디저트",2
"20170425","커뮤니티블로그","월드컵경기장","강동구","디저트",8
"20180412","커뮤니티블로그","장안동","동작구","디저트",1
"20180213","커뮤니티블로그","강남역","광진구","디저트",1
"20191210","커뮤니티블로그","당산역","종로구","디저트",1
"20180802","커뮤니티블로그","홍대입구","강남구","디저트",3
"20191105","커뮤니티블로그","서울","강남구","디저트",1
"20190215","커뮤니티블로그","혜화역","용산구","디저트",3
"20180614","커뮤니티블로그","센터원빌딩","강남구","디저트",2
"20190529","커뮤니티블로그","삼성동","성동구","디저트",3
"20180610","커뮤니티블로그","석관동","중랑구","디저트",1
"20191214","커뮤니티블로그","혜화역","종로구","디저트",38
"20190927","커뮤니티블로그","매봉역","용산구","디저트",1
"20180819","커뮤니티블로그","대방동","광진구","디저트",8
"20181226","커뮤니티블로그","동대문역사문화공원역","강북구","디저트",1
"20181118","커뮤니티블로그","노원","영등포구","디저트",5
"20180718","커뮤니티블로그","장지동","강남구","디저트",1
"20190514","커뮤니티블로그","청운효자동","서초구","디저트",1
"20180323","커뮤니티블로그","서울","양천구","디저트",1
"20190215","커뮤니티블로그","보문","서대문구","디저트",72
"20180716","커뮤니티블로그","신사역","중랑구","디저트",4
"20180906","커뮤니티블로그","홍대입구","서대문구","디저트",1
"20191010","커뮤니티블로그","회현동","강동구","디저트",1
"20190807","커뮤니티블로그","뚝섬","용산구","디저트",1
"20180619","커뮤니티블로그","공덕","강남구","디저트",3
"20170412","커뮤니티블로그","잠실역","구로구","디저트",2
"20190810","커뮤니티블로그","서교동","종로구","디저트",4
"20190520","커뮤니티블로그","방이동","금천구","디저트",7
