"DOC_DATE(DATE)","수집소스(SOURCE)","행정동(DONG_NM)","행정구(GU_NM)","세부키워드(KEYWORD_DETAIL)","FREQ(FREQ)"
"20180319","커뮤니티블로그","서초구","도봉구","인스타그램",1
"20170805","커뮤니티블로그","코엑스","강서구","존맛",1
"20170716","트위터","강남","중구","입맛",6
"20171126","커뮤니티블로그","디큐브시티","종로구","미식",1
"20190909","커뮤니티블로그","이촌동","종로구","갬성",3
"20190301","커뮤니티블로그","종각역","마포구","분위기",1
"20190112","트위터","성수","용산구","입맛",7
"20170203","커뮤니티블로그","용산구","종로구","미식",1
"20180113","커뮤니티블로그","가로수길","강남구","sns",1
"20190723","커뮤니티블로그","여의도","강남구","이색메뉴",2
"20171108","커뮤니티블로그","역사박물관","관악구","미식",1
"20181227","커뮤니티블로그","화곡동","종로구","미식",1
